chip_name,climate
33MZM_29,Aw Tropical-Savanna
33PUQ_00,BWh Arid-Desert-Hot
33PUQ_01,BSh Arid-Steppe-Hot
33PUQ_02,BWh Arid-Desert-Hot
33PUQ_03,BWh Arid-Desert-Hot
33PUQ_04,BSh Arid-Steppe-Hot
33PUQ_05,BWh Arid-Desert-Hot
33PUQ_06,BWh Arid-Desert-Hot
33PUQ_07,BWh Arid-Desert-Hot
33PUQ_08,BWh Arid-Desert-Hot
33PUQ_09,BWh Arid-Desert-Hot
33PUQ_10,BWh Arid-Desert-Hot
33PUQ_11,BWh Arid-Desert-Hot
33PUQ_12,BWh Arid-Desert-Hot
33PUQ_13,BWh Arid-Desert-Hot
33PUQ_14,BWh Arid-Desert-Hot
33PUQ_15,BWh Arid-Desert-Hot
33PUQ_16,BWh Arid-Desert-Hot
33PUQ_17,BWh Arid-Desert-Hot
33PUQ_18,BSh Arid-Steppe-Hot
33PUQ_19,BSh Arid-Steppe-Hot
33PUQ_20,BWh Arid-Desert-Hot
33PUQ_21,BWh Arid-Desert-Hot
33PUQ_22,BWh Arid-Desert-Hot
33PUQ_23,BWh Arid-Desert-Hot
33PUQ_24,BWh Arid-Desert-Hot
33PUQ_25,BWh Arid-Desert-Hot
33PUQ_26,BWh Arid-Desert-Hot
33PUQ_27,BSh Arid-Steppe-Hot
33PUQ_28,BWh Arid-Desert-Hot
33PUQ_29,BWh Arid-Desert-Hot
33PWM_00,BSh Arid-Steppe-Hot
33PWM_01,BSh Arid-Steppe-Hot
33PWM_02,Aw Tropical-Savanna
33PWM_03,Aw Tropical-Savanna
33PWM_04,Aw Tropical-Savanna
33PWM_05,BSh Arid-Steppe-Hot
33PWM_06,Aw Tropical-Savanna
33PWM_07,Aw Tropical-Savanna
33PWM_08,BSh Arid-Steppe-Hot
33PWM_09,BSh Arid-Steppe-Hot
33PWM_10,BSh Arid-Steppe-Hot
33PWM_11,BSh Arid-Steppe-Hot
33PWM_12,Aw Tropical-Savanna
33PWM_13,Aw Tropical-Savanna
33PWM_14,Aw Tropical-Savanna
33PWM_15,Aw Tropical-Savanna
33PWM_16,BSh Arid-Steppe-Hot
33PWM_17,Aw Tropical-Savanna
33PWM_18,BSh Arid-Steppe-Hot
33PWM_19,Aw Tropical-Savanna
33PWM_20,Aw Tropical-Savanna
33PWM_21,BSh Arid-Steppe-Hot
33PWM_22,Aw Tropical-Savanna
33PWM_23,Aw Tropical-Savanna
33PWM_24,BSh Arid-Steppe-Hot
33PWM_25,BSh Arid-Steppe-Hot
33PWM_26,BSh Arid-Steppe-Hot
33PWM_27,BSh Arid-Steppe-Hot
33PWM_28,Aw Tropical-Savanna
33PWM_29,Aw Tropical-Savanna
33PWQ_00,BWh Arid-Desert-Hot
33PWQ_01,BWh Arid-Desert-Hot
33PWQ_02,BWh Arid-Desert-Hot
33PWQ_03,BWh Arid-Desert-Hot
33PWQ_04,BWh Arid-Desert-Hot
33PWQ_05,BWh Arid-Desert-Hot
33PWQ_06,BWh Arid-Desert-Hot
33PWQ_07,BWh Arid-Desert-Hot
33PWQ_08,BWh Arid-Desert-Hot
33PWQ_09,BWh Arid-Desert-Hot
33PWQ_10,BWh Arid-Desert-Hot
33PWQ_11,BSh Arid-Steppe-Hot
33PWQ_12,BWh Arid-Desert-Hot
33PWQ_13,BWh Arid-Desert-Hot
33PWQ_14,BWh Arid-Desert-Hot
33PWQ_15,BWh Arid-Desert-Hot
33PWQ_16,BWh Arid-Desert-Hot
33PWQ_17,BSh Arid-Steppe-Hot
33PWQ_18,BWh Arid-Desert-Hot
33PWQ_19,BWh Arid-Desert-Hot
33PWQ_20,BWh Arid-Desert-Hot
33PWQ_21,BSh Arid-Steppe-Hot
33PWQ_22,BWh Arid-Desert-Hot
33PWQ_23,BWh Arid-Desert-Hot
33PWQ_24,BWh Arid-Desert-Hot
33PWQ_25,BWh Arid-Desert-Hot
33PWQ_26,BWh Arid-Desert-Hot
33PWQ_27,BSh Arid-Steppe-Hot
33PWQ_28,BSh Arid-Steppe-Hot
33PWQ_29,BWh Arid-Desert-Hot
33RXQ_00,
33RXQ_01,BWh Arid-Desert-Hot
33RXQ_02,BWh Arid-Desert-Hot
33RXQ_03,
33RXQ_04,BWh Arid-Desert-Hot
33RXQ_05,BWh Arid-Desert-Hot
33RXQ_06,BWh Arid-Desert-Hot
33RXQ_07,BWh Arid-Desert-Hot
33RXQ_08,BWh Arid-Desert-Hot
33RXQ_09,
33RXQ_10,BWh Arid-Desert-Hot
33RXQ_11,BWh Arid-Desert-Hot
33RXQ_12,BWh Arid-Desert-Hot
33RXQ_13,BWh Arid-Desert-Hot
33RXQ_14,BWh Arid-Desert-Hot
33RXQ_15,BWh Arid-Desert-Hot
33RXQ_16,BWh Arid-Desert-Hot
33RXQ_17,BWh Arid-Desert-Hot
33RXQ_18,BWh Arid-Desert-Hot
33RXQ_19,BWh Arid-Desert-Hot
33RXQ_20,BWh Arid-Desert-Hot
33RXQ_21,BWh Arid-Desert-Hot
33RXQ_22,BWh Arid-Desert-Hot
33RXQ_23,BWh Arid-Desert-Hot
33RXQ_24,BWh Arid-Desert-Hot
33RXQ_25,BWh Arid-Desert-Hot
33RXQ_26,BWh Arid-Desert-Hot
33RXQ_27,BWh Arid-Desert-Hot
33RXQ_28,BWh Arid-Desert-Hot
33RXQ_29,BWh Arid-Desert-Hot
34JBL_00,
34JBL_01,BWk Arid-Desert-Cold
34JBL_02,BWk Arid-Desert-Cold
34JBL_03,BWk Arid-Desert-Cold
34JBL_04,BWk Arid-Desert-Cold
34JBL_05,BWk Arid-Desert-Cold
34JBL_06,BWk Arid-Desert-Cold
34JBL_07,BWk Arid-Desert-Cold
34JBL_08,BWk Arid-Desert-Cold
34JBL_09,BWk Arid-Desert-Cold
34JBL_10,BWk Arid-Desert-Cold
34JBL_11,BWk Arid-Desert-Cold
34JBL_12,BSk Arid-Steppe-Cold
34JBL_13,BWk Arid-Desert-Cold
34JBL_14,BWk Arid-Desert-Cold
34JBL_15,BWk Arid-Desert-Cold
34JBL_16,BWk Arid-Desert-Cold
34JBL_17,BWk Arid-Desert-Cold
34JBL_18,BWk Arid-Desert-Cold
34JBL_19,BWk Arid-Desert-Cold
34JBL_20,BWk Arid-Desert-Cold
34JBL_21,BWk Arid-Desert-Cold
34JBL_22,BSk Arid-Steppe-Cold
34JBL_23,BWk Arid-Desert-Cold
34JBL_24,BWk Arid-Desert-Cold
34JBL_25,BWk Arid-Desert-Cold
34JBL_26,BWk Arid-Desert-Cold
34JBL_27,BSk Arid-Steppe-Cold
34JBL_28,BWk Arid-Desert-Cold
34JBL_29,BWk Arid-Desert-Cold
34JHS_00,BSh Arid-Steppe-Hot
34JHS_01,BSh Arid-Steppe-Hot
34JHS_02,BSh Arid-Steppe-Hot
34JHS_03,BSh Arid-Steppe-Hot
34JHS_04,BSh Arid-Steppe-Hot
34JHS_05,BSh Arid-Steppe-Hot
34JHS_06,BSh Arid-Steppe-Hot
34JHS_07,BSh Arid-Steppe-Hot
34JHS_08,BSh Arid-Steppe-Hot
34JHS_09,BSh Arid-Steppe-Hot
34JHS_10,BSh Arid-Steppe-Hot
34JHS_11,BSh Arid-Steppe-Hot
34JHS_12,BSh Arid-Steppe-Hot
34JHS_13,BSh Arid-Steppe-Hot
34JHS_14,BSh Arid-Steppe-Hot
34JHS_15,BSh Arid-Steppe-Hot
34JHS_16,BSh Arid-Steppe-Hot
34JHS_17,BSh Arid-Steppe-Hot
34JHS_18,BSh Arid-Steppe-Hot
34JHS_19,BSh Arid-Steppe-Hot
34JHS_20,BSh Arid-Steppe-Hot
34JHS_21,BSh Arid-Steppe-Hot
34JHS_22,BSh Arid-Steppe-Hot
34JHS_23,BSh Arid-Steppe-Hot
34JHS_24,BSh Arid-Steppe-Hot
34JHS_25,BSh Arid-Steppe-Hot
34JHS_26,BSh Arid-Steppe-Hot
34JHS_27,BSh Arid-Steppe-Hot
34JHS_28,BSh Arid-Steppe-Hot
34JHS_29,BSh Arid-Steppe-Hot
34KEV_00,BWh Arid-Desert-Hot
34KEV_01,BSh Arid-Steppe-Hot
34KEV_02,BSh Arid-Steppe-Hot
34KEV_03,BSh Arid-Steppe-Hot
34KEV_04,BWh Arid-Desert-Hot
34KEV_05,BSh Arid-Steppe-Hot
34KEV_06,BSh Arid-Steppe-Hot
34KEV_07,BWh Arid-Desert-Hot
34KEV_08,BSh Arid-Steppe-Hot
34KEV_09,BWh Arid-Desert-Hot
34KEV_10,BSh Arid-Steppe-Hot
34KEV_11,BSh Arid-Steppe-Hot
34KEV_12,BSh Arid-Steppe-Hot
34KEV_13,BSh Arid-Steppe-Hot
34KEV_14,BSh Arid-Steppe-Hot
34KEV_15,BSh Arid-Steppe-Hot
34KEV_16,BWh Arid-Desert-Hot
34KEV_17,BSh Arid-Steppe-Hot
34KEV_18,BSh Arid-Steppe-Hot
34KEV_19,BSh Arid-Steppe-Hot
34KEV_20,BSh Arid-Steppe-Hot
34KEV_21,BSh Arid-Steppe-Hot
34KEV_22,BSh Arid-Steppe-Hot
34KEV_23,BSh Arid-Steppe-Hot
34KEV_24,BWh Arid-Desert-Hot
34KEV_25,BSh Arid-Steppe-Hot
34KEV_26,BSh Arid-Steppe-Hot
34KEV_27,BSh Arid-Steppe-Hot
34KEV_28,BSh Arid-Steppe-Hot
34KEV_29,BSh Arid-Steppe-Hot
34LHJ_00,Aw Tropical-Savanna
34LHJ_01,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_02,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_03,Aw Tropical-Savanna
34LHJ_04,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_05,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_06,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_07,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_08,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_09,Aw Tropical-Savanna
34LHJ_10,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_11,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_12,Aw Tropical-Savanna
34LHJ_13,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_14,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_15,Aw Tropical-Savanna
34LHJ_16,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_17,Aw Tropical-Savanna
34LHJ_18,Aw Tropical-Savanna
34LHJ_19,Aw Tropical-Savanna
34LHJ_20,Aw Tropical-Savanna
34LHJ_21,Aw Tropical-Savanna
34LHJ_22,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_23,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_24,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_25,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_26,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_27,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_28,Cwa Temperate-Dry_Winter-Hot_Summer
34LHJ_29,Cwa Temperate-Dry_Winter-Hot_Summer
34MBC_00,Aw Tropical-Savanna
34MBC_01,Am Tropical-Monsoon
34MBC_02,Am Tropical-Monsoon
34MBC_03,Am Tropical-Monsoon
34MBC_04,Am Tropical-Monsoon
34MBC_05,Am Tropical-Monsoon
34MBC_06,Am Tropical-Monsoon
34MBC_07,Am Tropical-Monsoon
34MBC_08,Am Tropical-Monsoon
34MBC_09,Aw Tropical-Savanna
34MBC_10,Am Tropical-Monsoon
34MBC_11,Am Tropical-Monsoon
34MBC_12,Am Tropical-Monsoon
34MBC_13,Am Tropical-Monsoon
34MBC_14,Am Tropical-Monsoon
34MBC_15,Aw Tropical-Savanna
34MBC_16,Am Tropical-Monsoon
34MBC_17,Am Tropical-Monsoon
34MBC_18,Am Tropical-Monsoon
34MBC_19,Am Tropical-Monsoon
34MBC_20,Am Tropical-Monsoon
34MBC_21,Am Tropical-Monsoon
34MBC_22,Aw Tropical-Savanna
34MBC_23,Am Tropical-Monsoon
34MBC_24,Am Tropical-Monsoon
34MBC_25,Aw Tropical-Savanna
34MBC_26,Am Tropical-Monsoon
34MBC_27,Am Tropical-Monsoon
34MBC_28,Aw Tropical-Savanna
34MBC_29,Aw Tropical-Savanna
34MBD_00,Am Tropical-Monsoon
34MBD_01,Am Tropical-Monsoon
34MBD_02,Af Tropical-Rainforest
34MBD_03,Am Tropical-Monsoon
34MBD_04,Am Tropical-Monsoon
34MBD_05,Am Tropical-Monsoon
34MBD_06,Af Tropical-Rainforest
34MBD_07,Am Tropical-Monsoon
34MBD_08,Am Tropical-Monsoon
34MBD_09,Am Tropical-Monsoon
34MBD_10,Am Tropical-Monsoon
34MBD_11,Am Tropical-Monsoon
34MBD_12,Am Tropical-Monsoon
34MBD_13,Af Tropical-Rainforest
34MBD_14,Am Tropical-Monsoon
34MBD_15,Af Tropical-Rainforest
34MBD_16,Af Tropical-Rainforest
34MBD_17,Am Tropical-Monsoon
34MBD_18,Af Tropical-Rainforest
34MBD_19,Am Tropical-Monsoon
34MBD_20,Af Tropical-Rainforest
34MBD_21,Am Tropical-Monsoon
34MBD_22,Am Tropical-Monsoon
34MBD_23,Af Tropical-Rainforest
34MBD_24,Am Tropical-Monsoon
34MBD_25,Af Tropical-Rainforest
34MBD_26,Af Tropical-Rainforest
34MBD_27,Am Tropical-Monsoon
34MBD_28,Af Tropical-Rainforest
34MBD_29,Am Tropical-Monsoon
34MDU_00,Aw Tropical-Savanna
34MDU_01,Aw Tropical-Savanna
34MDU_02,Aw Tropical-Savanna
34MDU_03,Aw Tropical-Savanna
34MDU_04,Aw Tropical-Savanna
34MDU_05,Aw Tropical-Savanna
34MDU_06,Aw Tropical-Savanna
34MDU_07,Aw Tropical-Savanna
34MDU_08,Aw Tropical-Savanna
34MDU_09,Aw Tropical-Savanna
34MDU_10,Aw Tropical-Savanna
34MDU_11,Aw Tropical-Savanna
34MDU_12,Aw Tropical-Savanna
34MDU_13,Aw Tropical-Savanna
34MDU_14,Aw Tropical-Savanna
34MDU_15,Aw Tropical-Savanna
34MDU_16,Aw Tropical-Savanna
34MDU_17,Aw Tropical-Savanna
34MDU_18,Aw Tropical-Savanna
34MDU_19,Aw Tropical-Savanna
34MDU_20,Aw Tropical-Savanna
34MDU_21,Aw Tropical-Savanna
34MDU_22,Aw Tropical-Savanna
34MDU_23,Aw Tropical-Savanna
34MDU_24,Aw Tropical-Savanna
34MDU_25,Aw Tropical-Savanna
34MDU_26,Aw Tropical-Savanna
34MDU_27,Aw Tropical-Savanna
34MDU_28,Aw Tropical-Savanna
34MDU_29,Aw Tropical-Savanna
34MEC_00,Af Tropical-Rainforest
34MEC_01,Af Tropical-Rainforest
34MEC_02,Af Tropical-Rainforest
34MEC_03,Af Tropical-Rainforest
34MEC_04,Af Tropical-Rainforest
34MEC_05,Af Tropical-Rainforest
34MEC_06,Af Tropical-Rainforest
34MEC_07,Af Tropical-Rainforest
34MEC_08,Af Tropical-Rainforest
34MEC_09,Af Tropical-Rainforest
34MEC_10,Af Tropical-Rainforest
34MEC_11,Af Tropical-Rainforest
34MEC_12,Af Tropical-Rainforest
34MEC_13,Af Tropical-Rainforest
34MEC_14,Af Tropical-Rainforest
34MEC_15,Af Tropical-Rainforest
34MEC_16,Af Tropical-Rainforest
34MEC_17,Af Tropical-Rainforest
34MEC_18,Af Tropical-Rainforest
34MEC_19,Af Tropical-Rainforest
34MEC_20,Af Tropical-Rainforest
34MEC_21,Af Tropical-Rainforest
34MEC_22,Af Tropical-Rainforest
34MEC_23,Af Tropical-Rainforest
34MEC_24,Af Tropical-Rainforest
34MEC_25,Af Tropical-Rainforest
34MEC_26,Af Tropical-Rainforest
34MEC_27,Af Tropical-Rainforest
34MEC_28,Af Tropical-Rainforest
34MEC_29,Af Tropical-Rainforest
34NBK_00,Aw Tropical-Savanna
34NBK_01,Aw Tropical-Savanna
34NBK_02,Aw Tropical-Savanna
34NBK_03,Aw Tropical-Savanna
34NBK_04,Aw Tropical-Savanna
34NBK_05,Aw Tropical-Savanna
34NBK_06,Aw Tropical-Savanna
34NBK_07,Aw Tropical-Savanna
34NBK_08,Aw Tropical-Savanna
34NBK_09,Aw Tropical-Savanna
34NBK_10,Aw Tropical-Savanna
34NBK_11,Aw Tropical-Savanna
34NBK_12,Aw Tropical-Savanna
34NBK_13,Aw Tropical-Savanna
34NBK_14,Aw Tropical-Savanna
34NBK_15,Aw Tropical-Savanna
34NBK_16,Aw Tropical-Savanna
34NBK_17,Aw Tropical-Savanna
34NBK_18,Aw Tropical-Savanna
34NBK_19,Aw Tropical-Savanna
34NBK_20,Aw Tropical-Savanna
34NBK_21,Aw Tropical-Savanna
34NBK_22,Aw Tropical-Savanna
34NBK_23,Aw Tropical-Savanna
34NBK_24,Aw Tropical-Savanna
34NBK_25,Aw Tropical-Savanna
34NBK_26,Aw Tropical-Savanna
34NBK_27,Aw Tropical-Savanna
34NBK_28,Aw Tropical-Savanna
34NBK_29,Aw Tropical-Savanna
34NBP_00,Aw Tropical-Savanna
34NBP_01,Aw Tropical-Savanna
34NBP_02,Aw Tropical-Savanna
34NBP_03,Aw Tropical-Savanna
34NBP_04,Aw Tropical-Savanna
34NBP_05,Aw Tropical-Savanna
34NBP_06,Aw Tropical-Savanna
34NBP_07,Aw Tropical-Savanna
34NBP_08,Aw Tropical-Savanna
34NBP_09,Aw Tropical-Savanna
34NBP_10,Aw Tropical-Savanna
34NBP_11,Aw Tropical-Savanna
34NBP_12,Aw Tropical-Savanna
34NBP_13,Aw Tropical-Savanna
34NBP_14,Aw Tropical-Savanna
34NBP_15,Aw Tropical-Savanna
34NBP_16,Aw Tropical-Savanna
34NBP_17,Aw Tropical-Savanna
34NBP_18,Aw Tropical-Savanna
34NBP_19,Aw Tropical-Savanna
34NBP_20,Aw Tropical-Savanna
34NBP_21,Aw Tropical-Savanna
34NBP_22,Aw Tropical-Savanna
34NBP_23,Aw Tropical-Savanna
34NBP_24,Aw Tropical-Savanna
34NBP_25,Aw Tropical-Savanna
34NBP_26,Aw Tropical-Savanna
34NBP_27,Aw Tropical-Savanna
34NBP_28,Aw Tropical-Savanna
34NBP_29,Aw Tropical-Savanna
34NCG_00,Am Tropical-Monsoon
34NCG_01,Af Tropical-Rainforest
34NCG_02,Af Tropical-Rainforest
34NCG_03,Af Tropical-Rainforest
34NCG_04,Af Tropical-Rainforest
34NCG_05,Af Tropical-Rainforest
34NCG_06,Af Tropical-Rainforest
34NCG_07,Af Tropical-Rainforest
34NCG_08,Af Tropical-Rainforest
34NCG_09,Af Tropical-Rainforest
34NCG_10,Af Tropical-Rainforest
34NCG_11,Af Tropical-Rainforest
34NCG_12,Af Tropical-Rainforest
34NCG_13,Af Tropical-Rainforest
34NCG_14,Af Tropical-Rainforest
34NCG_15,Af Tropical-Rainforest
34NCG_16,Af Tropical-Rainforest
34NCG_17,Af Tropical-Rainforest
34NCG_18,Af Tropical-Rainforest
34NCG_19,Af Tropical-Rainforest
34NCG_20,Af Tropical-Rainforest
34NCG_21,Af Tropical-Rainforest
34NCG_22,Af Tropical-Rainforest
34NCG_23,Af Tropical-Rainforest
34NCG_24,Af Tropical-Rainforest
34NCG_25,Af Tropical-Rainforest
34NCG_26,Af Tropical-Rainforest
34NCG_27,Af Tropical-Rainforest
34NCG_28,Af Tropical-Rainforest
34NCG_29,Af Tropical-Rainforest
34NGK_00,Aw Tropical-Savanna
34NGK_01,Aw Tropical-Savanna
34NGK_02,Aw Tropical-Savanna
34NGK_03,Aw Tropical-Savanna
34NGK_04,Aw Tropical-Savanna
34NGK_05,Aw Tropical-Savanna
34NGK_06,Aw Tropical-Savanna
34NGK_07,Aw Tropical-Savanna
34NGK_08,Aw Tropical-Savanna
34NGK_09,Aw Tropical-Savanna
34NGK_10,Aw Tropical-Savanna
34NGK_11,Aw Tropical-Savanna
34NGK_12,Aw Tropical-Savanna
34NGK_13,Aw Tropical-Savanna
34NGK_14,Aw Tropical-Savanna
34NGK_15,Aw Tropical-Savanna
34NGK_16,Aw Tropical-Savanna
34NGK_17,Aw Tropical-Savanna
34NGK_18,Aw Tropical-Savanna
34NGK_19,Aw Tropical-Savanna
34NGK_20,Aw Tropical-Savanna
34NGK_21,Aw Tropical-Savanna
34NGK_22,Aw Tropical-Savanna
34NGK_23,Aw Tropical-Savanna
34NGK_24,Aw Tropical-Savanna
34NGK_25,Aw Tropical-Savanna
34NGK_26,Aw Tropical-Savanna
34NGK_27,Aw Tropical-Savanna
34NGK_28,Aw Tropical-Savanna
34NGK_29,Aw Tropical-Savanna
34PDA_00,BSh Arid-Steppe-Hot
34PDA_01,BSh Arid-Steppe-Hot
34PDA_02,BWh Arid-Desert-Hot
34PDA_03,BSh Arid-Steppe-Hot
34PDA_04,BSh Arid-Steppe-Hot
34PDA_05,BSh Arid-Steppe-Hot
34PDA_06,BWh Arid-Desert-Hot
34PDA_07,BWh Arid-Desert-Hot
34PDA_08,BSh Arid-Steppe-Hot
34PDA_09,BWh Arid-Desert-Hot
34PDA_10,BSh Arid-Steppe-Hot
34PDA_11,BWh Arid-Desert-Hot
34PDA_12,BWh Arid-Desert-Hot
34PDA_13,BWh Arid-Desert-Hot
34PDA_14,BWh Arid-Desert-Hot
34PDA_15,BSh Arid-Steppe-Hot
34PDA_16,BWh Arid-Desert-Hot
34PDA_17,BWh Arid-Desert-Hot
34PDA_18,BSh Arid-Steppe-Hot
34PDA_19,BSh Arid-Steppe-Hot
34PDA_20,BSh Arid-Steppe-Hot
34PDA_21,BSh Arid-Steppe-Hot
34PDA_22,BSh Arid-Steppe-Hot
34PDA_23,BWh Arid-Desert-Hot
34PDA_24,BWh Arid-Desert-Hot
34PDA_25,BWh Arid-Desert-Hot
34PDA_26,BSh Arid-Steppe-Hot
34PDA_27,BSh Arid-Steppe-Hot
34PDA_28,BSh Arid-Steppe-Hot
34PDA_29,BSh Arid-Steppe-Hot
35JKL_00,BSh Arid-Steppe-Hot
35JKL_01,BSh Arid-Steppe-Hot
35JKL_02,BSh Arid-Steppe-Hot
35JKL_03,BSh Arid-Steppe-Hot
35JKL_04,BSh Arid-Steppe-Hot
35JKL_05,BSh Arid-Steppe-Hot
35JKL_06,BSh Arid-Steppe-Hot
35JKL_07,BSh Arid-Steppe-Hot
35JKL_08,BSh Arid-Steppe-Hot
35JKL_09,BSh Arid-Steppe-Hot
35JKL_10,BSh Arid-Steppe-Hot
35JKL_11,BSh Arid-Steppe-Hot
35JKL_12,BSh Arid-Steppe-Hot
35JKL_13,BSh Arid-Steppe-Hot
35JKL_14,BSh Arid-Steppe-Hot
35JKL_15,BSh Arid-Steppe-Hot
35JKL_16,BSh Arid-Steppe-Hot
35JKL_17,BSh Arid-Steppe-Hot
35JKL_18,BSh Arid-Steppe-Hot
35JKL_19,BSh Arid-Steppe-Hot
35JKL_20,BSh Arid-Steppe-Hot
35JKL_21,BSh Arid-Steppe-Hot
35JKL_22,BSh Arid-Steppe-Hot
35JKL_23,BSh Arid-Steppe-Hot
35JKL_24,BSh Arid-Steppe-Hot
35JKL_25,BSh Arid-Steppe-Hot
35JKL_26,BSh Arid-Steppe-Hot
35JKL_27,BSh Arid-Steppe-Hot
35JKL_28,BSh Arid-Steppe-Hot
35JKL_29,BSh Arid-Steppe-Hot
35JNN_00,Cwa Temperate-Dry_Winter-Hot_Summer
35JNN_01,BSh Arid-Steppe-Hot
35JNN_02,BSh Arid-Steppe-Hot
35JNN_03,BSh Arid-Steppe-Hot
35JNN_04,BSh Arid-Steppe-Hot
35JNN_05,BSh Arid-Steppe-Hot
35JNN_06,BSh Arid-Steppe-Hot
35JNN_07,BSh Arid-Steppe-Hot
35JNN_08,Cwa Temperate-Dry_Winter-Hot_Summer
35JNN_09,BSh Arid-Steppe-Hot
35JNN_10,BSh Arid-Steppe-Hot
35JNN_11,BSh Arid-Steppe-Hot
35JNN_12,BSh Arid-Steppe-Hot
35JNN_13,BSh Arid-Steppe-Hot
35JNN_14,BSh Arid-Steppe-Hot
35JNN_15,Cwa Temperate-Dry_Winter-Hot_Summer
35JNN_16,BSh Arid-Steppe-Hot
35JNN_17,BSh Arid-Steppe-Hot
35JNN_18,Cwa Temperate-Dry_Winter-Hot_Summer
35JNN_19,Cwa Temperate-Dry_Winter-Hot_Summer
35JNN_20,Cwa Temperate-Dry_Winter-Hot_Summer
35JNN_21,Cwa Temperate-Dry_Winter-Hot_Summer
35JNN_22,Cwa Temperate-Dry_Winter-Hot_Summer
35JNN_23,BSh Arid-Steppe-Hot
35JNN_24,BSh Arid-Steppe-Hot
35JNN_25,BSh Arid-Steppe-Hot
35JNN_26,BSh Arid-Steppe-Hot
35JNN_27,Cwa Temperate-Dry_Winter-Hot_Summer
35JNN_28,BSh Arid-Steppe-Hot
35JNN_29,Cwa Temperate-Dry_Winter-Hot_Summer
35JQG_00,Cfb Temperate-Withouth_dry_season-Warm_Summer
35JQG_01,Cfb Temperate-Withouth_dry_season-Warm_Summer
35JQG_02,Cfb Temperate-Withouth_dry_season-Warm_Summer
35JQG_03,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_04,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_05,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_06,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_07,Cfb Temperate-Withouth_dry_season-Warm_Summer
35JQG_08,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_09,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_10,Cfb Temperate-Withouth_dry_season-Warm_Summer
35JQG_11,Cfb Temperate-Withouth_dry_season-Warm_Summer
35JQG_12,Cfb Temperate-Withouth_dry_season-Warm_Summer
35JQG_13,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_14,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_15,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_16,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_17,Cfa Temperate-Withouth_dry_season-Hot_Summer
35JQG_18,Cfb Temperate-Withouth_dry_season-Warm_Summer
35JQG_19,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_20,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_21,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_22,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_23,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_24,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_25,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_26,Cfa Temperate-Withouth_dry_season-Hot_Summer
35JQG_27,Cwb Temperate-Dry_Winter-Warm_Summer
35JQG_28,Cfb Temperate-Withouth_dry_season-Warm_Summer
35JQG_29,Cfb Temperate-Withouth_dry_season-Warm_Summer
35KKP_00,BSh Arid-Steppe-Hot
35KKP_01,BSh Arid-Steppe-Hot
35KKP_02,BSh Arid-Steppe-Hot
35KKP_03,BSh Arid-Steppe-Hot
35KKP_04,BSh Arid-Steppe-Hot
35KKP_05,BSh Arid-Steppe-Hot
35KKP_06,BSh Arid-Steppe-Hot
35KKP_07,BSh Arid-Steppe-Hot
35KKP_08,BSh Arid-Steppe-Hot
35KKP_09,BSh Arid-Steppe-Hot
35KKP_10,BSh Arid-Steppe-Hot
35KKP_11,BSh Arid-Steppe-Hot
35KKP_12,BSh Arid-Steppe-Hot
35KKP_13,BSh Arid-Steppe-Hot
35KKP_14,BSh Arid-Steppe-Hot
35KKP_15,BSh Arid-Steppe-Hot
35KKP_16,BSh Arid-Steppe-Hot
35KKP_17,BSh Arid-Steppe-Hot
35KKP_18,BSh Arid-Steppe-Hot
35KKP_19,BSh Arid-Steppe-Hot
